euctr_id,title,reg_date,other_id,field,provenance
2007-000718-35,"CONKO-006 Additive Therapie beim R1-resezierten Pankreaskarzinom mit Gemcitabin plus Sorafenib versus Gemcitabin plus Placebo über 12 Monate - eine doppelblinde, placebokontrollierte Phase IIb Studie",2007-10-18,NA,US NCT number,protocol
2007-000718-35,"CONKO-006 Additive Therapie beim R1-resezierten Pankreaskarzinom mit Gemcitabin plus Sorafenib versus Gemcitabin plus Placebo über 12 Monate - eine doppelblinde, placebokontrollierte Phase IIb Studie",2007-10-18,NA,other,protocol
2007-000718-35,"CONKO-006 Additive Therapie beim R1-resezierten Pankreaskarzinom mit Gemcitabin plus Sorafenib versus Gemcitabin plus Placebo über 12 Monate - eine doppelblinde, placebokontrollierte Phase IIb Studie",2007-10-18,NA,US NCT number,results
2007-000718-35,"CONKO-006 Additive Therapie beim R1-resezierten Pankreaskarzinom mit Gemcitabin plus Sorafenib versus Gemcitabin plus Placebo über 12 Monate - eine doppelblinde, placebokontrollierte Phase IIb Studie",2007-10-18,NA,ISRCTN number,results
2007-000579-40,"Effects of atypical versus typical neuroleptics on motivation, hedonia, and social cognition in patients with schizophrenia – an fMRI study",2007-10-02,NA,US NCT number,protocol
2007-000579-40,"Effects of atypical versus typical neuroleptics on motivation, hedonia, and social cognition in patients with schizophrenia – an fMRI study",2007-10-02,NA,other,protocol
2007-000579-40,"Effects of atypical versus typical neuroleptics on motivation, hedonia, and social cognition in patients with schizophrenia – an fMRI study",2007-10-02,NA,US NCT number,results
2007-000579-40,"Effects of atypical versus typical neuroleptics on motivation, hedonia, and social cognition in patients with schizophrenia – an fMRI study",2007-10-02,NA,ISRCTN number,results
2007-000512-82,"Optimal Duration of Olazapine Add-on therapy in Major Depression: A double-blind, placebo-controlled, randomized, Phase III, Pilot Study in parallel group Design",2007-08-15,NA,US NCT number,protocol
2007-000512-82,"Optimal Duration of Olazapine Add-on therapy in Major Depression: A double-blind, placebo-controlled, randomized, Phase III, Pilot Study in parallel group Design",2007-08-15,NA,other,protocol
2007-000512-82,"Optimal Duration of Olazapine Add-on therapy in Major Depression: A double-blind, placebo-controlled, randomized, Phase III, Pilot Study in parallel group Design",2007-08-15,NA,US NCT number,results
2007-000512-82,"Optimal Duration of Olazapine Add-on therapy in Major Depression: A double-blind, placebo-controlled, randomized, Phase III, Pilot Study in parallel group Design",2007-08-15,NA,ISRCTN number,results
2006-006516-30,Combined systemic an intrathecal chemotherapy with succeeding high dosis chemotherapy and autologous stem cell transplantation of patients with CNS relapses of agressive lymphomas.,2007-04-18,NA,US NCT number,protocol
2006-006516-30,Combined systemic an intrathecal chemotherapy with succeeding high dosis chemotherapy and autologous stem cell transplantation of patients with CNS relapses of agressive lymphomas.,2007-04-18,NA,other,protocol
2006-006516-30,Combined systemic an intrathecal chemotherapy with succeeding high dosis chemotherapy and autologous stem cell transplantation of patients with CNS relapses of agressive lymphomas.,2007-04-18,NA,US NCT number,results
2006-006516-30,Combined systemic an intrathecal chemotherapy with succeeding high dosis chemotherapy and autologous stem cell transplantation of patients with CNS relapses of agressive lymphomas.,2007-04-18,NA,ISRCTN number,results
2006-006323-39,Sunphenon (Epigallocatechin-Gallate) in relapsing-remitting multiple sclerosis,2007-03-05,NA,US NCT number,protocol
2006-006323-39,Sunphenon (Epigallocatechin-Gallate) in relapsing-remitting multiple sclerosis,2007-03-05,NA,other,protocol
2006-006323-39,Sunphenon (Epigallocatechin-Gallate) in relapsing-remitting multiple sclerosis,2007-03-05,NA,US NCT number,results
2006-006323-39,Sunphenon (Epigallocatechin-Gallate) in relapsing-remitting multiple sclerosis,2007-03-05,NA,ISRCTN number,results
2006-006088-22,Prospective multicenter phase III clinical trial using cytoreductive surgery with hyperthermic intraoperative chemotherapy (HIPEC) after preoperative chemotherapy in patients with peritoneal carcinomatosis of gastric cancer incl. adenocarcinoma of the esophagogastreal junction,2011-02-14,NA,US NCT number,protocol
2006-006088-22,Prospective multicenter phase III clinical trial using cytoreductive surgery with hyperthermic intraoperative chemotherapy (HIPEC) after preoperative chemotherapy in patients with peritoneal carcinomatosis of gastric cancer incl. adenocarcinoma of the esophagogastreal junction,2011-02-14,NA,other,protocol
2006-006088-22,Prospective multicenter phase III clinical trial using cytoreductive surgery with hyperthermic intraoperative chemotherapy (HIPEC) after preoperative chemotherapy in patients with peritoneal carcinomatosis of gastric cancer incl. adenocarcinoma of the esophagogastreal junction,2011-02-14,NCT02158988,US NCT number,results
2006-006088-22,Prospective multicenter phase III clinical trial using cytoreductive surgery with hyperthermic intraoperative chemotherapy (HIPEC) after preoperative chemotherapy in patients with peritoneal carcinomatosis of gastric cancer incl. adenocarcinoma of the esophagogastreal junction,2011-02-14,NA,ISRCTN number,results
2006-005710-12,Evaluation of the effect of NICOtinic acid (niacin) on elevated Lipoprotein(a) levels (NICOLa Study),2007-06-18,NA,US NCT number,protocol
2006-005710-12,Evaluation of the effect of NICOtinic acid (niacin) on elevated Lipoprotein(a) levels (NICOLa Study),2007-06-18,NA,other,protocol
2006-005710-12,Evaluation of the effect of NICOtinic acid (niacin) on elevated Lipoprotein(a) levels (NICOLa Study),2007-06-18,NA,US NCT number,results
2006-005710-12,Evaluation of the effect of NICOtinic acid (niacin) on elevated Lipoprotein(a) levels (NICOLa Study),2007-06-18,NA,ISRCTN number,results
2006-005262-39,Flupirtin as Oral Treatment in MS,2007-03-09,NA,US NCT number,protocol
2006-005262-39,Flupirtin as Oral Treatment in MS,2007-03-09,NA,other,protocol
2006-005262-39,Flupirtin as Oral Treatment in MS,2007-03-09,NA,US NCT number,results
2006-005262-39,Flupirtin as Oral Treatment in MS,2007-03-09,NA,ISRCTN number,results
2006-004891-10,Future strategies for vocational rehabilitation schizophrenia,2006-11-22,NA,US NCT number,protocol
2006-004891-10,Future strategies for vocational rehabilitation schizophrenia,2006-11-22,NA,other,protocol
2006-004891-10,Future strategies for vocational rehabilitation schizophrenia,2006-11-22,NA,US NCT number,results
2006-004891-10,Future strategies for vocational rehabilitation schizophrenia,2006-11-22,NA,ISRCTN number,results
2006-004860-29,D-Cycloserine supported exposure in panic disorder,2006-12-07,NA,US NCT number,protocol
2006-004860-29,D-Cycloserine supported exposure in panic disorder,2006-12-07,NA,other,protocol
2006-004860-29,D-Cycloserine supported exposure in panic disorder,2006-12-07,NA,US NCT number,results
2006-004860-29,D-Cycloserine supported exposure in panic disorder,2006-12-07,NA,ISRCTN number,results
2006-004628-34,"Topotecan plus Carboplatin im Vergleich zur Standardtherapie (Paclitaxel plus Carboplatin oder Gemcitabin plus Carboplatin oder pegyliertes liposomales Doxorubicin plus Carboplatin) in der Therapie von Patientinnen mit Platin-sensitivem rezidivierten epithelialen Ovarialkarzinom, Peritonealkarzinom oder Tubenkarzinom",2006-12-15,NA,US NCT number,protocol
2006-004628-34,"Topotecan plus Carboplatin im Vergleich zur Standardtherapie (Paclitaxel plus Carboplatin oder Gemcitabin plus Carboplatin oder pegyliertes liposomales Doxorubicin plus Carboplatin) in der Therapie von Patientinnen mit Platin-sensitivem rezidivierten epithelialen Ovarialkarzinom, Peritonealkarzinom oder Tubenkarzinom",2006-12-15,NA,other,protocol
2006-004628-34,"Topotecan plus Carboplatin im Vergleich zur Standardtherapie (Paclitaxel plus Carboplatin oder Gemcitabin plus Carboplatin oder pegyliertes liposomales Doxorubicin plus Carboplatin) in der Therapie von Patientinnen mit Platin-sensitivem rezidivierten epithelialen Ovarialkarzinom, Peritonealkarzinom oder Tubenkarzinom",2006-12-15,NA,US NCT number,results
2006-004628-34,"Topotecan plus Carboplatin im Vergleich zur Standardtherapie (Paclitaxel plus Carboplatin oder Gemcitabin plus Carboplatin oder pegyliertes liposomales Doxorubicin plus Carboplatin) in der Therapie von Patientinnen mit Platin-sensitivem rezidivierten epithelialen Ovarialkarzinom, Peritonealkarzinom oder Tubenkarzinom",2006-12-15,NA,ISRCTN number,results
2006-004290-97,"A Single-Centre, Open Label Study of the Safety and Tolerability of Rilonacept in Subjects Living in Germany with Muckle-Wells Syndrome (MWS), a Cryopyrin-Associated Periodic Syndrome, or Schnitzler’s Syndrome (SchS).",2006-10-17,NA,US NCT number,protocol
2006-004290-97,"A Single-Centre, Open Label Study of the Safety and Tolerability of Rilonacept in Subjects Living in Germany with Muckle-Wells Syndrome (MWS), a Cryopyrin-Associated Periodic Syndrome, or Schnitzler’s Syndrome (SchS).",2006-10-17,NA,other,protocol
2006-004290-97,"A Single-Centre, Open Label Study of the Safety and Tolerability of Rilonacept in Subjects Living in Germany with Muckle-Wells Syndrome (MWS), a Cryopyrin-Associated Periodic Syndrome, or Schnitzler’s Syndrome (SchS).",2006-10-17,NA,US NCT number,results
2006-004290-97,"A Single-Centre, Open Label Study of the Safety and Tolerability of Rilonacept in Subjects Living in Germany with Muckle-Wells Syndrome (MWS), a Cryopyrin-Associated Periodic Syndrome, or Schnitzler’s Syndrome (SchS).",2006-10-17,NA,ISRCTN number,results
2006-004162-13,"Randomized, double-blind, placebo-controlled phase II pilot study of the impact of mesalazine enemas on the mucosal gut flora in patients with inflammatory bowel disease",2006-10-06,NA,US NCT number,protocol
2006-004162-13,"Randomized, double-blind, placebo-controlled phase II pilot study of the impact of mesalazine enemas on the mucosal gut flora in patients with inflammatory bowel disease",2006-10-06,NA,other,protocol
2006-004162-13,"Randomized, double-blind, placebo-controlled phase II pilot study of the impact of mesalazine enemas on the mucosal gut flora in patients with inflammatory bowel disease",2006-10-06,NA,US NCT number,results
2006-004162-13,"Randomized, double-blind, placebo-controlled phase II pilot study of the impact of mesalazine enemas on the mucosal gut flora in patients with inflammatory bowel disease",2006-10-06,NA,ISRCTN number,results
2006-003999-35,Efficacy and safety of levetiracetam in prevention of alcohol relapse in recently detoxified alcohol dependent patients,2006-10-10,NA,US NCT number,protocol
2006-003999-35,Efficacy and safety of levetiracetam in prevention of alcohol relapse in recently detoxified alcohol dependent patients,2006-10-10,NA,other,protocol
2006-003999-35,Efficacy and safety of levetiracetam in prevention of alcohol relapse in recently detoxified alcohol dependent patients,2006-10-10,NA,US NCT number,results
2006-003999-35,Efficacy and safety of levetiracetam in prevention of alcohol relapse in recently detoxified alcohol dependent patients,2006-10-10,NA,ISRCTN number,results
2006-003686-13,"An exploratory phase III, randomised, double blind, therapeutic single dose-related effect, parallel group study to assess and compare the effects of 5mg vs. 20mg Desloratadine on skin lesions in patients with chronic urticaria (CU).",2007-03-29,NA,US NCT number,protocol
2006-003686-13,"An exploratory phase III, randomised, double blind, therapeutic single dose-related effect, parallel group study to assess and compare the effects of 5mg vs. 20mg Desloratadine on skin lesions in patients with chronic urticaria (CU).",2007-03-29,NA,other,protocol
2006-003686-13,"An exploratory phase III, randomised, double blind, therapeutic single dose-related effect, parallel group study to assess and compare the effects of 5mg vs. 20mg Desloratadine on skin lesions in patients with chronic urticaria (CU).",2007-03-29,NA,US NCT number,results
2006-003686-13,"An exploratory phase III, randomised, double blind, therapeutic single dose-related effect, parallel group study to assess and compare the effects of 5mg vs. 20mg Desloratadine on skin lesions in patients with chronic urticaria (CU).",2007-03-29,NA,ISRCTN number,results
2006-003470-10,Randomised Phase II study with non-pegylated liposomal Doxorubicin (Myocet) plus Ifosfamid versus Doxorubicin plus Ifosfamid in the first-line treatment of locally advanced or metastatic soft tissue carcinoma.,2007-03-06,NA,US NCT number,protocol
2006-003470-10,Randomised Phase II study with non-pegylated liposomal Doxorubicin (Myocet) plus Ifosfamid versus Doxorubicin plus Ifosfamid in the first-line treatment of locally advanced or metastatic soft tissue carcinoma.,2007-03-06,NA,other,protocol
2006-003470-10,Randomised Phase II study with non-pegylated liposomal Doxorubicin (Myocet) plus Ifosfamid versus Doxorubicin plus Ifosfamid in the first-line treatment of locally advanced or metastatic soft tissue carcinoma.,2007-03-06,NA,US NCT number,results
2006-003470-10,Randomised Phase II study with non-pegylated liposomal Doxorubicin (Myocet) plus Ifosfamid versus Doxorubicin plus Ifosfamid in the first-line treatment of locally advanced or metastatic soft tissue carcinoma.,2007-03-06,NA,ISRCTN number,results
2006-003146-41,A CONTROLLED RANDOMIZED DOUBLE-BLIND MULTICENTER STUDY COMPARING TWO THERAPY STRATEGIES IN DMARD-NAIVE EARLY RHEUMATOID ARTHRITIS PATIENTS OVER 48 WEEKS: INDUCTION THERAPY WITH ADALIMUMAB AND METHOTREXATE OVER 24 WEEKS FOLLOWED BY METHOTREXATE MONOTHERAPY UP TO WEEK 48 VS. METHOTREXATE MONOTHERAPY,2006-11-23,NA,US NCT number,protocol
2006-003146-41,A CONTROLLED RANDOMIZED DOUBLE-BLIND MULTICENTER STUDY COMPARING TWO THERAPY STRATEGIES IN DMARD-NAIVE EARLY RHEUMATOID ARTHRITIS PATIENTS OVER 48 WEEKS: INDUCTION THERAPY WITH ADALIMUMAB AND METHOTREXATE OVER 24 WEEKS FOLLOWED BY METHOTREXATE MONOTHERAPY UP TO WEEK 48 VS. METHOTREXATE MONOTHERAPY,2006-11-23,NA,other,protocol
2006-003146-41,A CONTROLLED RANDOMIZED DOUBLE-BLIND MULTICENTER STUDY COMPARING TWO THERAPY STRATEGIES IN DMARD-NAIVE EARLY RHEUMATOID ARTHRITIS PATIENTS OVER 48 WEEKS: INDUCTION THERAPY WITH ADALIMUMAB AND METHOTREXATE OVER 24 WEEKS FOLLOWED BY METHOTREXATE MONOTHERAPY UP TO WEEK 48 VS. METHOTREXATE MONOTHERAPY,2006-11-23,NA,US NCT number,results
2006-003146-41,A CONTROLLED RANDOMIZED DOUBLE-BLIND MULTICENTER STUDY COMPARING TWO THERAPY STRATEGIES IN DMARD-NAIVE EARLY RHEUMATOID ARTHRITIS PATIENTS OVER 48 WEEKS: INDUCTION THERAPY WITH ADALIMUMAB AND METHOTREXATE OVER 24 WEEKS FOLLOWED BY METHOTREXATE MONOTHERAPY UP TO WEEK 48 VS. METHOTREXATE MONOTHERAPY,2006-11-23,NA,ISRCTN number,results
2006-002306-64,Open label clinical trial with Rituximab (MabThera ®) in Ankylosing Spondylitis - Extension of open label trial: Re-Treatment of patients who have shown response to first course of Rituximab,2006-10-04,NA,US NCT number,protocol
2006-002306-64,Open label clinical trial with Rituximab (MabThera ®) in Ankylosing Spondylitis - Extension of open label trial: Re-Treatment of patients who have shown response to first course of Rituximab,2006-10-04,NA,other,protocol
2006-002306-64,Open label clinical trial with Rituximab (MabThera ®) in Ankylosing Spondylitis - Extension of open label trial: Re-Treatment of patients who have shown response to first course of Rituximab,2006-10-04,NA,US NCT number,results
2006-002306-64,Open label clinical trial with Rituximab (MabThera ®) in Ankylosing Spondylitis - Extension of open label trial: Re-Treatment of patients who have shown response to first course of Rituximab,2006-10-04,NA,ISRCTN number,results
2006-001528-38,Prevention of skin cancer in high risk patients after conversion a to Sirolimus-based immunosuppressive,2006-10-17,NA,US NCT number,protocol
2006-001528-38,Prevention of skin cancer in high risk patients after conversion a to Sirolimus-based immunosuppressive,2006-10-17,NA,other,protocol
2006-001528-38,Prevention of skin cancer in high risk patients after conversion a to Sirolimus-based immunosuppressive,2006-10-17,NA,US NCT number,results
2006-001528-38,Prevention of skin cancer in high risk patients after conversion a to Sirolimus-based immunosuppressive,2006-10-17,NA,ISRCTN number,results
2006-000815-24,A randomized study of topical 3% Diclofenac in a 2.5% Hyaluronate base (Solaraze® 3% Gel) versus topical 5% 5-Fluorouracil (Efudix® Cream) versus liquid nitrogen spray cryotherapy in immunosufficient patients with actinic keratoses – a single center study,2006-05-16,NA,US NCT number,protocol
2006-000815-24,A randomized study of topical 3% Diclofenac in a 2.5% Hyaluronate base (Solaraze® 3% Gel) versus topical 5% 5-Fluorouracil (Efudix® Cream) versus liquid nitrogen spray cryotherapy in immunosufficient patients with actinic keratoses – a single center study,2006-05-16,NA,other,protocol
2006-000815-24,A randomized study of topical 3% Diclofenac in a 2.5% Hyaluronate base (Solaraze® 3% Gel) versus topical 5% 5-Fluorouracil (Efudix® Cream) versus liquid nitrogen spray cryotherapy in immunosufficient patients with actinic keratoses – a single center study,2006-05-16,NA,US NCT number,results
2006-000815-24,A randomized study of topical 3% Diclofenac in a 2.5% Hyaluronate base (Solaraze® 3% Gel) versus topical 5% 5-Fluorouracil (Efudix® Cream) versus liquid nitrogen spray cryotherapy in immunosufficient patients with actinic keratoses – a single center study,2006-05-16,NA,ISRCTN number,results
2005-006133-32,"An exploratory phase IV, randomised, double-blind, placebo controlled crossover study to assess and compare the effects of 5 mg vs. 20 mg Desloratadine on the development of experimentally induced urticaria lesions",2006-06-28,NA,US NCT number,protocol
2005-006133-32,"An exploratory phase IV, randomised, double-blind, placebo controlled crossover study to assess and compare the effects of 5 mg vs. 20 mg Desloratadine on the development of experimentally induced urticaria lesions",2006-06-28,NA,other,protocol
2005-006133-32,"An exploratory phase IV, randomised, double-blind, placebo controlled crossover study to assess and compare the effects of 5 mg vs. 20 mg Desloratadine on the development of experimentally induced urticaria lesions",2006-06-28,NA,US NCT number,results
2005-006133-32,"An exploratory phase IV, randomised, double-blind, placebo controlled crossover study to assess and compare the effects of 5 mg vs. 20 mg Desloratadine on the development of experimentally induced urticaria lesions",2006-06-28,NA,ISRCTN number,results
2005-005021-60,"Monozentrische, randomisierte, einfach verblindete, Placebo kontrollierte Studie im Cross over Design zur Untersuchung der Wirkung von Telmisartan (Kinzalmono 80 mg) auf Blutdruck und Endothelfunktion bei Patienten unter Hämodialysebehandlung.",2006-12-05,NA,US NCT number,protocol
2005-005021-60,"Monozentrische, randomisierte, einfach verblindete, Placebo kontrollierte Studie im Cross over Design zur Untersuchung der Wirkung von Telmisartan (Kinzalmono 80 mg) auf Blutdruck und Endothelfunktion bei Patienten unter Hämodialysebehandlung.",2006-12-05,NA,other,protocol
2005-005021-60,"Monozentrische, randomisierte, einfach verblindete, Placebo kontrollierte Studie im Cross over Design zur Untersuchung der Wirkung von Telmisartan (Kinzalmono 80 mg) auf Blutdruck und Endothelfunktion bei Patienten unter Hämodialysebehandlung.",2006-12-05,NA,US NCT number,results
2005-005021-60,"Monozentrische, randomisierte, einfach verblindete, Placebo kontrollierte Studie im Cross over Design zur Untersuchung der Wirkung von Telmisartan (Kinzalmono 80 mg) auf Blutdruck und Endothelfunktion bei Patienten unter Hämodialysebehandlung.",2006-12-05,NA,ISRCTN number,results
2005-005017-38,Efficacy of cetuximab in combination with docetaxel for the treatment of relapsed head and neck carcinoma: A clinical phase II trial,2006-06-21,NA,US NCT number,protocol
2005-005017-38,Efficacy of cetuximab in combination with docetaxel for the treatment of relapsed head and neck carcinoma: A clinical phase II trial,2006-06-21,NA,other,protocol
2005-005017-38,Efficacy of cetuximab in combination with docetaxel for the treatment of relapsed head and neck carcinoma: A clinical phase II trial,2006-06-21,NA,US NCT number,results
2005-005017-38,Efficacy of cetuximab in combination with docetaxel for the treatment of relapsed head and neck carcinoma: A clinical phase II trial,2006-06-21,NA,ISRCTN number,results
2005-003714-15,Mechanismen der Glukagon-induzierten Stimulation des Wachstumshormons; die Rolle des Glukagons in der Ghrelin-Regulation,2005-09-28,NA,US NCT number,protocol
2005-003714-15,Mechanismen der Glukagon-induzierten Stimulation des Wachstumshormons; die Rolle des Glukagons in der Ghrelin-Regulation,2005-09-28,NA,other,protocol
2005-003714-15,Mechanismen der Glukagon-induzierten Stimulation des Wachstumshormons; die Rolle des Glukagons in der Ghrelin-Regulation,2005-09-28,NA,US NCT number,results
2005-003714-15,Mechanismen der Glukagon-induzierten Stimulation des Wachstumshormons; die Rolle des Glukagons in der Ghrelin-Regulation,2005-09-28,NA,ISRCTN number,results
2005-003648-70,"Randomised, double-blinded phase IIIb study to optimise antiviral therapy response of a standard therapy consisting of peginterferon-alfa-2a and ribavirin plus the additional use of bezafibrat 400 mg/d in untreated patients with chronic hepatits C typ 1.",2007-02-20,NA,US NCT number,protocol
2005-003648-70,"Randomised, double-blinded phase IIIb study to optimise antiviral therapy response of a standard therapy consisting of peginterferon-alfa-2a and ribavirin plus the additional use of bezafibrat 400 mg/d in untreated patients with chronic hepatits C typ 1.",2007-02-20,NA,other,protocol
2005-003648-70,"Randomised, double-blinded phase IIIb study to optimise antiviral therapy response of a standard therapy consisting of peginterferon-alfa-2a and ribavirin plus the additional use of bezafibrat 400 mg/d in untreated patients with chronic hepatits C typ 1.",2007-02-20,NA,US NCT number,results
2005-003648-70,"Randomised, double-blinded phase IIIb study to optimise antiviral therapy response of a standard therapy consisting of peginterferon-alfa-2a and ribavirin plus the additional use of bezafibrat 400 mg/d in untreated patients with chronic hepatits C typ 1.",2007-02-20,NA,ISRCTN number,results
2005-003617-33,A Randomised Cross-Over Study to Explore the Pathophysiological Mechanisms Involved in the Treatment of Actinic Keratoses with Solaraze,2006-05-22,NA,US NCT number,protocol
2005-003617-33,A Randomised Cross-Over Study to Explore the Pathophysiological Mechanisms Involved in the Treatment of Actinic Keratoses with Solaraze,2006-05-22,NA,other,protocol
2005-003617-33,A Randomised Cross-Over Study to Explore the Pathophysiological Mechanisms Involved in the Treatment of Actinic Keratoses with Solaraze,2006-05-22,NA,US NCT number,results
2005-003617-33,A Randomised Cross-Over Study to Explore the Pathophysiological Mechanisms Involved in the Treatment of Actinic Keratoses with Solaraze,2006-05-22,NA,ISRCTN number,results
2005-003488-22,Regulation des Antidiuretisches Hormons (ADH) und der antidiuretischen Wirkung unter Glucocorticoid - Therapie,2006-05-22,NA,US NCT number,protocol
2005-003488-22,Regulation des Antidiuretisches Hormons (ADH) und der antidiuretischen Wirkung unter Glucocorticoid - Therapie,2006-05-22,NA,other,protocol
2005-003488-22,Regulation des Antidiuretisches Hormons (ADH) und der antidiuretischen Wirkung unter Glucocorticoid - Therapie,2006-05-22,NA,US NCT number,results
2005-003488-22,Regulation des Antidiuretisches Hormons (ADH) und der antidiuretischen Wirkung unter Glucocorticoid - Therapie,2006-05-22,NA,ISRCTN number,results
2005-003195-38,Randomized double-blind placebo-controlled and parallel group study to evaluate the impact of one year therapy with monthly oral ibandronate 150 mg on structural properties of bone in postmenopausal osteoporosis without vertebral fractures,2005-09-12,NA,US NCT number,protocol
2005-003195-38,Randomized double-blind placebo-controlled and parallel group study to evaluate the impact of one year therapy with monthly oral ibandronate 150 mg on structural properties of bone in postmenopausal osteoporosis without vertebral fractures,2005-09-12,NA,other,protocol
2005-003195-38,Randomized double-blind placebo-controlled and parallel group study to evaluate the impact of one year therapy with monthly oral ibandronate 150 mg on structural properties of bone in postmenopausal osteoporosis without vertebral fractures,2005-09-12,NA,US NCT number,results
2005-003195-38,Randomized double-blind placebo-controlled and parallel group study to evaluate the impact of one year therapy with monthly oral ibandronate 150 mg on structural properties of bone in postmenopausal osteoporosis without vertebral fractures,2005-09-12,NA,ISRCTN number,results
2005-002582-37,"Characterization of protective effects of a piperidine derivative (DPMP, 4-diphenylmethoxy-1 [3-(4-ter-butylbenzoyl)-propyl] piperidine) on cognitive impairment in urticaria patients",2005-10-28,NA,US NCT number,protocol
2005-002582-37,"Characterization of protective effects of a piperidine derivative (DPMP, 4-diphenylmethoxy-1 [3-(4-ter-butylbenzoyl)-propyl] piperidine) on cognitive impairment in urticaria patients",2005-10-28,NA,other,protocol
2005-002582-37,"Characterization of protective effects of a piperidine derivative (DPMP, 4-diphenylmethoxy-1 [3-(4-ter-butylbenzoyl)-propyl] piperidine) on cognitive impairment in urticaria patients",2005-10-28,NA,US NCT number,results
2005-002582-37,"Characterization of protective effects of a piperidine derivative (DPMP, 4-diphenylmethoxy-1 [3-(4-ter-butylbenzoyl)-propyl] piperidine) on cognitive impairment in urticaria patients",2005-10-28,NA,ISRCTN number,results
2005-002475-32,"Pilotstudy about endocrinilogical, peripherphysilogical and painreducing effects of Gamma-hydroxybutyrate in combination with operant-behaviour-therapeutic paintherapy with patients in Fibromyalgia-Syndrome",2006-05-16,NA,US NCT number,protocol
2005-002475-32,"Pilotstudy about endocrinilogical, peripherphysilogical and painreducing effects of Gamma-hydroxybutyrate in combination with operant-behaviour-therapeutic paintherapy with patients in Fibromyalgia-Syndrome",2006-05-16,NA,other,protocol
2005-002475-32,"Pilotstudy about endocrinilogical, peripherphysilogical and painreducing effects of Gamma-hydroxybutyrate in combination with operant-behaviour-therapeutic paintherapy with patients in Fibromyalgia-Syndrome",2006-05-16,NA,US NCT number,results
2005-002475-32,"Pilotstudy about endocrinilogical, peripherphysilogical and painreducing effects of Gamma-hydroxybutyrate in combination with operant-behaviour-therapeutic paintherapy with patients in Fibromyalgia-Syndrome",2006-05-16,NA,ISRCTN number,results
2005-002320-34,Randomized controlled 12 months trial with etanercept (enbrel ®) vs. sulfasalazine followed by an open-label extension with etanercept up to week 540 in early axial spondyloarthritis with focus on improvement of acute inflammatory lesions as detected by MRI (ESTHER),2006-05-16,NA,US NCT number,protocol
2005-002320-34,Randomized controlled 12 months trial with etanercept (enbrel ®) vs. sulfasalazine followed by an open-label extension with etanercept up to week 540 in early axial spondyloarthritis with focus on improvement of acute inflammatory lesions as detected by MRI (ESTHER),2006-05-16,NA,other,protocol
2005-002320-34,Randomized controlled 12 months trial with etanercept (enbrel ®) vs. sulfasalazine followed by an open-label extension with etanercept up to week 540 in early axial spondyloarthritis with focus on improvement of acute inflammatory lesions as detected by MRI (ESTHER),2006-05-16,NCT00844142,US NCT number,results
2005-002320-34,Randomized controlled 12 months trial with etanercept (enbrel ®) vs. sulfasalazine followed by an open-label extension with etanercept up to week 540 in early axial spondyloarthritis with focus on improvement of acute inflammatory lesions as detected by MRI (ESTHER),2006-05-16,NA,ISRCTN number,results
2005-001907-21,"A randomised, double-blinded, multicenter, parallel group study comparing a remifentanil-regimen with a fentanyl-regimen for analgesia in mechanically ventilated patients",2005-06-24,NA,US NCT number,protocol
2005-001907-21,"A randomised, double-blinded, multicenter, parallel group study comparing a remifentanil-regimen with a fentanyl-regimen for analgesia in mechanically ventilated patients",2005-06-24,NA,other,protocol
2005-001907-21,"A randomised, double-blinded, multicenter, parallel group study comparing a remifentanil-regimen with a fentanyl-regimen for analgesia in mechanically ventilated patients",2005-06-24,NA,US NCT number,results
2005-001907-21,"A randomised, double-blinded, multicenter, parallel group study comparing a remifentanil-regimen with a fentanyl-regimen for analgesia in mechanically ventilated patients",2005-06-24,NA,ISRCTN number,results
2005-001602-76,Phase III clinical trial comparing treatments of hormone-refractory prostate cancer (HRPC) with Docetaxel: continuous treatment vs. intermittent repetition of treatment after progression.,2006-01-09,NA,US NCT number,protocol
2005-001602-76,Phase III clinical trial comparing treatments of hormone-refractory prostate cancer (HRPC) with Docetaxel: continuous treatment vs. intermittent repetition of treatment after progression.,2006-01-09,NA,other,protocol
2005-001602-76,Phase III clinical trial comparing treatments of hormone-refractory prostate cancer (HRPC) with Docetaxel: continuous treatment vs. intermittent repetition of treatment after progression.,2006-01-09,NA,US NCT number,results
2005-001602-76,Phase III clinical trial comparing treatments of hormone-refractory prostate cancer (HRPC) with Docetaxel: continuous treatment vs. intermittent repetition of treatment after progression.,2006-01-09,NA,ISRCTN number,results
2005-001559-39,Randomisierte Phase II Studie zum Vergleich einer wöchentlichen Topotecangabe mit der Topotecangabe an fünf aufeinander folgenden Tagen bei Patientinnen mit platinresistentem rezidiviertem epithelialem Ovarialkarzinom und Peritonealkarzinom,2006-06-02,NA,US NCT number,protocol
2005-001559-39,Randomisierte Phase II Studie zum Vergleich einer wöchentlichen Topotecangabe mit der Topotecangabe an fünf aufeinander folgenden Tagen bei Patientinnen mit platinresistentem rezidiviertem epithelialem Ovarialkarzinom und Peritonealkarzinom,2006-06-02,NA,other,protocol
2005-001559-39,Randomisierte Phase II Studie zum Vergleich einer wöchentlichen Topotecangabe mit der Topotecangabe an fünf aufeinander folgenden Tagen bei Patientinnen mit platinresistentem rezidiviertem epithelialem Ovarialkarzinom und Peritonealkarzinom,2006-06-02,NA,US NCT number,results
