euctr_id,title,member_state,trial_status,sponsor_name,sponsor_status,sponsor_country,funder,reg_date
2010-020916-12,"A Randomized, Double-Blind, Placebo-controlled Phase 2 Study of Maintenance OSI 906 plus Erlotinib (Tarceva®), or Erlotinib plus Placebo in Patients with Nonprogression Following Four Cycles of 1st-line Platinum-based Chemotherapy for Advanced NSCLC",UK - MHRA,Completed,"Astellas Pharma Global Development, Inc.",Commercial,United States,"Astellas Pharma Global Development, Inc.",2010-10-28
2008-007520-26,"A Randomized, Double-Blind, Placebo-Controlled, Parallel Group Study to assess the Efficacy, Tolerability and Safety of Rasagiline in Subjects with Progressive Supranuclear Palsy (Phase III)",Germany - BfArM,Prematurely Ended,Klinikum der Universität München,Non-Commercial,Germany,NA,2009-11-13
2009-014889-26,TRUSTS: A phase IIb/III multicenter study comparing the efficacy of TRabectedin administered as a 3-hour or 24-hour infusion to doxorubicin in patients with advanced or metastatic Untreated Soft Tissue Sarcoma,UK - MHRA,Completed,EORTC (European Organisation for Research and Treatment of Cancer),Non-Commercial,Belgium,NA,2011-03-10
2009-014889-26,TRUSTS: A phase IIb/III multicenter study comparing the efficacy of TRabectedin administered as a 3-hour or 24-hour infusion to doxorubicin in patients with advanced or metastatic Untreated Soft Tissue Sarcoma,Germany - BfArM,Completed,EORTC (European Organisation for Research and Treatment of Cancer),Non-Commercial,Belgium,PharmaMar S.A.,2011-03-15
2009-014889-26,TRUSTS: A phase IIb/III multicenter study comparing the efficacy of TRabectedin administered as a 3-hour or 24-hour infusion to doxorubicin in patients with advanced or metastatic Untreated Soft Tissue Sarcoma,Belgium - FPS Health-DGM,Completed,EORTC (European Organisation for Research and Treatment of Cancer),Non-Commercial,Belgium,NA,2011-03-17
2009-014889-26,TRUSTS: A phase IIb/III multicenter study comparing the efficacy of TRabectedin administered as a 3-hour or 24-hour infusion to doxorubicin in patients with advanced or metastatic Untreated Soft Tissue Sarcoma,Hungary - National Institute of Pharmacy,Completed,EORTC (European Organisation for Research and Treatment of Cancer),Non-Commercial,Belgium,PharmaMar S.A.,2011-03-19
2009-014889-26,TRUSTS: A phase IIb/III multicenter study comparing the efficacy of TRabectedin administered as a 3-hour or 24-hour infusion to doxorubicin in patients with advanced or metastatic Untreated Soft Tissue Sarcoma,Denmark - DHMA,Completed,EORTC (European Organisation for Research and Treatment of Cancer),Non-Commercial,Belgium,NA,2011-03-21
2009-014889-26,TRUSTS: A phase IIb/III multicenter study comparing the efficacy of TRabectedin administered as a 3-hour or 24-hour infusion to doxorubicin in patients with advanced or metastatic Untreated Soft Tissue Sarcoma,Austria - BASG,Completed,EORTC (European Organisation for Research and Treatment of Cancer),Non-Commercial,Belgium,PharmaMar S.A.,2011-03-31
2009-014889-26,TRUSTS: A phase IIb/III multicenter study comparing the efficacy of TRabectedin administered as a 3-hour or 24-hour infusion to doxorubicin in patients with advanced or metastatic Untreated Soft Tissue Sarcoma,Netherlands - Competent Authority,Completed,EORTC (European Organisation for Research and Treatment of Cancer),Non-Commercial,Belgium,Pharma Mar S.A,2011-05-11
2009-014889-26,TRUSTS: A phase IIb/III multicenter study comparing the efficacy of TRabectedin administered as a 3-hour or 24-hour infusion to doxorubicin in patients with advanced or metastatic Untreated Soft Tissue Sarcoma,Slovakia - SIDC (Slovak),Completed,EORTC (European Organisation for Research and Treatment of Cancer),Non-Commercial,Belgium,PharmaMar S.A.,2011-07-15
2009-014889-26,Un estudio multicéntrico de fase IIb/III que compara la eficacia de trabectedin administrado como una infusión de 3 horas o de 24 horas con doxorubicin en pacientes con sarcoma de tejidos blandos no tratado avanzado o metastático. A phase IIb/III multicenter study comparing the efficacy of trabectedin administered as a 3-hour or 24-hour infusion to doxorubicin in patients with advanced or metastatic Untreated Soft Tissue Sarcoma.,Spain - AEMPS,Completed,EORTC (European Organisation for Research and Treatment of Cancer),Non-Commercial,Belgium,NA,2012-01-25
2009-014889-26,TRUSTS: A phase IIb/III multicenter study comparing the efficacy of TRabectedin administered as a 3-hour or 24-hour infusion to doxorubicin in patients with advanced or metastatic Untreated Soft Tissue Sarcoma,Poland - Office for Medicinal Products,Completed,EORTC (European Organisation for Research and Treatment of Cancer),Non-Commercial,Belgium,PharmaMar S.A.,2012-07-11
2009-017365-36,"International, multicenter, open-label, phase II study to investigate the efficacy and safety of multiple doses of IMAB362 in patients with advanced adenocarcinoma of the stomach or the lower esophagus",Germany - PEI,Completed,GANYMED Pharmaceuticals AG,Commercial,Germany,NA,2010-02-19
2009-017365-36,"International, multicenter, open-label, phase II study to investigate the efficacy and safety of multiple doses of IMAB362 in patients with advanced adenocarcinoma of the stomach or the lower esophagus",Latvia - SAM,Completed,GANYMED Pharmaceuticals AG,Commercial,Germany,NA,2010-04-28
2009-017365-36,"International, multicenter, open-label, phase II study to investigate the efficacy and safety of multiple doses of IMAB362 in patients with advanced adenocarcinoma of the stomach or the lower esophagus",Czech Republic - SUKL,Completed,GANYMED Pharmaceuticals AG,Commercial,Germany,NA,2010-05-21
2009-017365-36,"International, multicenter, open-label, phase II study to investigate the efficacy and safety of multiple doses of IMAB362 in patients with advanced adenocarcinoma of the stomach or the lower esophagus",Lithuania - SMCA,Prematurely Ended,GANYMED Pharmaceuticals AG,Commercial,Germany,NA,2010-05-31
2009-017365-36,"International, multicenter, open-label, phase II study to investigate the efficacy and safety of multiple doses of IMAB362 in patients with advanced adenocarcinoma of the stomach or the lower esophagus",Austria - BASG,Completed,GANYMED Pharmaceuticals AG,Commercial,Germany,NA,2010-06-14
2009-017365-36,"International, multicenter, open-label, phase II study to investigate the efficacy and safety of multiple doses of IMAB362 in patients with advanced adenocarcinoma of the stomach or the lower esophagus",Bulgarian Drug Agency,Completed,GANYMED Pharmaceuticals AG,Commercial,Germany,NA,2011-01-20
2009-011999-30,"A randomised, double-blind, placebo-controlled, multi-national, Phase III trial to assess the efficacy and safety of 300 IR sublingual immunotherapy (SLIT) administered as allergen-based tablets once daily to adolescents and children above the age of 5 years, suffering from house dust mite allergic rhinitis",Ireland - HPRA,Prematurely Ended,Stallergenes S.A.,Commercial,France,Stallergenes S.A,2009-06-09
2009-011999-30,"""A randomised, double-blind, placebo-controlled, multi-national, Phase III trial to assess the efficacy and safety of 300 IR sublingual immunotherapy (SLIT) administered as allergen-based tablets once daily to adolescents and children above the age of 5 years, suffering from house dust mite allergic rhinitis"". ""Estudio aleatorizado, doble ciego, controlado con placebo, multinacional, de fase III para evaluar la eficacia y la seguridad de la inmunoterapia sublingual (SLIT) con 300 IR administrada en comprimidos con alergenos una vez al día a adolescentes y niños de más de 5 años con rinitis alérgica a los ácaros del polvo doméstico"".",Spain - AEMPS,Prematurely Ended,Stallergenes S.A.,Commercial,France,NA,2009-06-29
2009-011999-30,"A randomised, double-blind, placebo-controlled, multi-national, Phase III trial to assess the efficacy and safety of 300 IR sublingual immunotherapy (SLIT) administered as allergen-based tablets once daily to adolescents and children above the age of 5 years, suffering from house dust mite allergic rhinitis",Hungary - National Institute of Pharmacy,Completed,Stallergenes S.A.,Commercial,France,NA,2009-07-01
2009-011999-30,"A randomised, double-blind, placebo-controlled, multi-national, Phase III trial to assess the efficacy and safety of 300 IR sublingual immunotherapy (SLIT) administered as allergen-based tablets once daily to adolescents and children above the age of 5 years, suffering from house dust mite allergic rhinitis",Germany - PEI,Prematurely Ended,Stallergenes S.A.,Commercial,France,Stallergenes S.A,2009-07-06
2009-011999-30,"A randomised, double-blind, placebo-controlled, multi-national, Phase III trial to assess the efficacy and safety of 300 IR sublingual immunotherapy (SLIT) administered as allergen-based tablets once daily to adolescents and children above the age of 5 years, suffering from house dust mite allergic rhinitis",France - ANSM,Completed,Stallergenes S.A.,Commercial,France,NA,2009-08-06
2009-011999-30,"A randomised, double-blind, placebo-controlled, multi-national, Phase III trial to assess the efficacy and safety of 300 IR sublingual immunotherapy (SLIT) administered as allergen-based tablets once daily to adolescents and children above the age of 5 years, suffering from house dust mite allergic rhinitis",Denmark - DHMA,Prematurely Ended,Stallergenes S.A.,Commercial,France,Stallergenes S.A,2009-08-24
2009-011999-30,"A randomised, double-blind, placebo-controlled, multi-national, Phase III trial to assess the efficacy and safety of 300 IR sublingual immunotherapy (SLIT) administered as allergen-based tablets once daily to adolescents and children above the age of 5 years, suffering from house dust mite allergic rhinitis",Slovakia - SIDC (Slovak),Prematurely Ended,Stallergenes S.A.,Commercial,France,NA,2009-09-10
2010-019057-17,"A Phase 2a, Randomized, Double-Blind, Placebo-Controlled, Ascending Multiple-Dose Study to Assess Safety, Tolerability, Pharmacokinetics and Antiviral Activity of SPC3649 (miravirsen) Administered to Treatment-Naïve Subjects with Chronic Hepatitis C (CHC) Infection",Netherlands - Competent Authority,Completed,Santaris Pharma A/S,Commercial,Denmark,NA,2010-03-24
2010-019057-17,"A Phase 2a, Randomized, Double-Blind, Placebo-Controlled, Ascending Multiple-Dose Study to Assess Safety, Tolerability, Pharmacokinetics and Antiviral Activity of SPC3649 (miravirsen) Administered to Treatment-Naïve Subjects with Chronic Hepatitis C (CHC) Infection",Germany - BfArM,Completed,Santaris Pharma A/S,Commercial,Denmark,NA,2010-05-11
2010-019057-17,"A Phase 2a, Randomized, Double-Blind, Placebo-Controlled, Ascending Multiple-Dose Study to Assess Safety, Tolerability, Pharmacokinetics and Antiviral Activity of SPC3649 (miravirsen) Administered to Treatment-Naïve Subjects with Chronic Hepatitis C (CHC) Infection",Slovakia - SIDC (Slovak),Completed,Santaris Pharma A/S,Commercial,Denmark,NA,2010-05-20
2010-019057-17,"A Phase 2a, Randomized, Double-Blind, Placebo-Controlled, Ascending Multiple-Dose Study to Assess Safety, Tolerability, Pharmacokinetics and Antiviral Activity of SPC3649 (miravirsen) Administered to Treatment-Naïve Subjects with Chronic Hepatitis C (CHC) Infection",Poland - Office for Medicinal Products,Completed,Santaris Pharma A/S,Commercial,Denmark,NA,2010-06-07
2008-005365-61,"A PHASE 2, MULTICENTER, RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED, PARALLEL-GROUP, EFFICACY STUDY OF APREMILAST (CC-10004) IN SUBJECTS WITH EROSIVE HAND OSTEOARTHRITIS",Germany - BfArM,Completed,Med. Fakultaet der Friedrich-Alexander Universitaet Erlangen-Nuernberg,Non-Commercial,Germany,Celgene GmbH,2009-12-03
2005-002011-24,Dose-reduced versus standard conditioning followed by allogeneic stem cell transplantation in patients with MDS or sAML: A randomised phase III study,Finland - Fimea,Completed,European Group for Blood and Marrow Transplantation (EBMT),Non-Commercial,Germany,NA,2008-04-08
2005-002011-24,Dose-reduced versus standard conditioning followed by allogeneic stem cell transplantation in patients with MDS or sAML: A randomised phase III study (RICMAC),Belgium - FPS Health-DGM,Completed,European Group for Blood and Marrow Transplantation,Non-Commercial,United Kingdom,NA,2009-03-10
2005-002011-24,Dose-reduced versus standard conditioning followed by allogeneic stem cell transplantation in patients with MDS or sAML: A randomised phase III study (RICMAC),UK - MHRA,Completed,European Group for Blood and Marrow Transplantation,Non-Commercial,United Kingdom,NA,2009-04-16
2009-010727-91,Colesevelam for the treatment of bile acid malabsorption in patients with Crohn’s disease (Colesevelam für die Therapie der Gallensäuren-Malabsorption bei M. Crohn-Patienten),Germany - BfArM,Prematurely Ended,"LMU München, Campus Großhadern",Non-Commercial,Germany,NA,2012-06-05
2009-017432-40,"A Phase 2, Randomized, Double-blind, Placebo-controlled, Multi-Center Clinical Study to Evaluate Efficacy and Safety of a Maintenance Therapy with Immunomodulator MGN1703 in Patients with Advanced Colorectal Carcinoma with Disease Control after Initial First-line Therapy (IMPACT Study)",Germany - PEI,Completed,MOLOGEN AG,Commercial,Germany,Mologen AG,2009-12-08
2009-017432-40,"A Phase 2, Randomized, Double-blind, Placebo-controlled, Multi-Center Clinical Study to Evaluate Efficacy and Safety of a Maintenance Therapy with Immunomodulator MGN1703 in Patients with Advanced Colorectal Carcinoma with Disease Control after Initial First-line Therapy (IMPACT Study)",Austria - BASG,Prematurely Ended,MOLOGEN AG,Commercial,Germany,Mologen AG,2010-02-02
2009-017432-40,"A Phase 2, Randomized, Double-blind, Placebo-controlled, Multi-Center Clinical Study to Evaluate Efficacy and Safety of a Maintenance Therapy with Immunomodulator MGN1703 in Patients with Advanced Colorectal Carcinoma with Disease Control after Initial First-line Therapy (IMPACT Study)",UK - MHRA,Completed,MOLOGEN AG,Commercial,Germany,Mologen AG,2010-06-16
2009-017432-40,"A Phase 2, Randomized, Double-blind, Placebo-controlled, Multi-Center Clinical Study to Evaluate Efficacy and Safety of a Maintenance Therapy with Immunomodulator MGN1703 in Patients with Advanced Colorectal Carcinoma with Disease Control after Initial First-line Therapy (IMPACT Study)",Czech Republic - SUKL,Prematurely Ended,MOLOGEN AG,Commercial,Germany,Mologen AG,2010-12-01
2005-006098-29,"Prospektiv, randomisierte, doppelblinde, multizentrische Phase-II- Studie zum Vergleich der Wirksamkeit einer Chemotherapie mit Gemcitabin plus Cisplatin und Sorafenib (BAY 43-9006) versus Gemcitabin plus Cisplatin und Plazebo in der Therapie des lokal fortgeschrittenen bzw. metastasierten Urothelkarzinoms",Germany - BfArM,Ongoing,Universitätsklinikum Essen,Non-Commercial,Germany,NA,2006-09-01
2010-022229-13,"A Randomized, Double-Blind, Placebo-Controlled, Study of the Safety and Efficacy of Farletuzumab in combination with Carboplatin and Paclitaxel or Docetaxel Followed by Pemetrexed in Chemotherapy naїve Subjects with Stage IV Adenocarcinoma of the Lung with Wild Type EGFR",Germany - PEI,Completed,Morphotek Inc.,Commercial,United States,NA,2010-12-13
2010-022229-13,"Estudio aleatorizado, doble ciego, controlado con placebo, de la seguridad y la eficacia de farletuzumab en combinación con carboplatino y paclitaxel o docetaxel seguidos de pemetrexed en sujetos con adenocarcinoma de pulmón en estadío IV y EGFR de tipo salvaje que nunca han recibido quimioterapia",Spain - AEMPS,Prematurely Ended,Morphotek Inc.,Commercial,United States,NA,2010-12-17
2010-022229-13,"A Randomized, Double-Blind, Placebo-Controlled, Study of the Safety and Efficacy of Farletuzumab in combination with Carboplatin and Paclitaxel or Docetaxel Followed by Pemetrexed in Chemotherapy naїve Subjects with Stage IV Adenocarcinoma of the Lung with Wild Type EGFR",Italy - Italian Medicines Agency,Prematurely Ended,MORPHOTEK INC,Commercial,United States,NA,2010-12-24
2010-019424-31,"A phase 2 multicenter, randomized, open label, parallel assignment, pilot study to assess the efficacy and safety of reparixin following islet transplantation in patients with type 1 diabetes mellitus",Germany - BfArM,Completed,Dompé s.p.a.,Commercial,Italy,Dompé s.p.a.,2010-05-04
2010-019424-31,"A phase 2 multicenter, randomized, open label, parallel assignment, pilot study to assess the efficacy and safety of reparixin following a single infusion islet transplantation in patients with type 1 diabetes mellitus.",Italy - Italian Medicines Agency,Completed,DOMPE` s.p.a.,Commercial,Italy,NA,2010-05-11
2010-019424-31,"A phase 2 multicenter, randomized, open label, parallel assignment, pilot study to assess the efficacy and safety of reparixin following islet transplantation in patients with type 1 diabetes mellitus",Germany - BfArM,Completed,Dompé s.p.a.,Commercial,Italy,Dompé s.p.a.,2010-05-04
2010-019424-31,"A phase 2 multicenter, randomized, open label, parallel assignment, pilot study to assess the efficacy and safety of reparixin following a single infusion islet transplantation in patients with type 1 diabetes mellitus.",Italy - Italian Medicines Agency,Completed,DOMPE` s.p.a.,Commercial,Italy,NA,2010-05-11
2010-019411-37,"A Prospective, Open Label, Randomised, Parallel Group Trial Comparing the Effects of Highly Purified Menotrophin and Recombinant Follicle Stimulating Hormone (rFSH, Follitropin alpha) Administered Subcutaneoulsy to Subfertile Female Patients Undergoing IVF Using Antagonist Down-Regulation on Progesterone Serum Levels During the Follicular Phase and their Possible Use as Predictors for the Success Rate of Ongoing Pregnancies (PREDICT)",Germany - BfArM,Completed,FERRING Arzneimittel GmbH,Commercial,Germany,NA,2010-07-02
2010-019975-30,"Investigation of the efficacy and safety of preoperative IOP reduction with preservative-free COSOPT-S® (dorzolamide/timolol, MSD) eye drops versus oral acetazolamide and dexamethasone eye drops and assessment of the clinical outcome of trabeculectomy in glaucoma patients",Germany - BfArM,Completed,"University Medical Center, Johannes Gutenberg-University Mainz",Non-Commercial,Germany,NA,2010-06-25
2009-017520-88,Ciclosporin vs. Alitretinoin for severe atopic hand dermatitis. A randomized controlled investigator-initiated double-blind trial.,Germany - BfArM,Prematurely Ended,"Medical Faculty, TU Dresden",Non-Commercial,Germany,NA,2010-08-17
2010-019954-42,Effect of Niacin/ Laropiprant on postprandial lipoprotein and glucose metabolism in patients with severe dyslipoproteinemia,Germany - BfArM,Prematurely Ended,"Med. Klinik II, Klinikum der Universität München Grosshadern",Non-Commercial,Germany,NA,2010-07-07
2009-014383-18,"A single arm, open-label multicenter phase II trial of everolimus in patients with relapsed/refractory germ cell cancer",Germany - BfArM,Completed,Medizinische Hochschule Hannover,Non-Commercial,Germany,Novartis,2010-07-13
2009-015950-39,Addition of Rituximab to Leflunomide in patients with active rheumatoid arthritis,Germany - PEI,Completed,Johann Wolfgang Goethe-Universität Frankfurt/M.,Non-Commercial,Germany,"University Hospital Goethe-University, Department of rheumatology",2009-12-28
2010-023178-37,"A Phase 3 Randomized, Open Label Study to Evaluate Switching from Regimens Consisting of a Ritonavir-boosted Protease Inhibitor and Two Nucleoside Reverse Transcriptase Inhibitors to Emtricitabine/Rilpivirine/ Tenofovir Disoproxil Fumarate (FTC/RPV/TDF) Fixed-dose Regimen in Virologically Suppressed, HIV-1 Infected Patients",UK - MHRA,Completed,"Gilead Sciences, Inc.",Commercial,United States,"Gilead Sciences, Inc",2010-11-02
2010-023178-37,"A Phase 3 Randomized, Open Label Study to Evaluate Switching from Regimens Consisting of a Ritonavir-boosted Protease Inhibitor and Two Nucleoside Reverse Transcriptase Inhibitors to Emtricitabine/Rilpivirine/ Tenofovir Disoproxil Fumarate (FTC/RPV/TDF) Fixed-dose Regimen in Virologically Suppressed, HIV-1 Infected Patients",Germany - BfArM,Completed,"Gilead Sciences, Inc.",Commercial,United States,"Gilead Sciences, Inc.",2010-11-03
2010-023178-37,"A Phase 3 Randomized, Open Label Study to Evaluate Switching from Regimens Consisting of a Ritonavir-boosted Protease Inhibitor and Two Nucleoside Reverse Transcriptase Inhibitors to Emtricitabine/Rilpivirine/ Tenofovir Disoproxil Fumarate (FTC/RPV/TDF) Fixed-dose Regimen in Virologically Suppressed, HIV-1 Infected Patients.",Spain - AEMPS,Completed,"Gilead Sciences, Inc.",Commercial,United States,NA,2010-11-19
2010-023178-37,"A Phase 3 Randomized, Open Label Study to Evaluate Switching from Regimens Consisting of a Ritonavir-boosted Protease Inhibitor and Two Nucleoside Reverse Transcriptase Inhibitors to Emtricitabine/Rilpivirine/ Tenofovir Disoproxil Fumarate (FTC/RPV/TDF) Fixed-dose Regimen in Virologically Suppressed, HIV-1 Infected Patients",Belgium - FPS Health-DGM,Completed,"Gilead Sciences, Inc.",Commercial,United States,"Gilead Sciences, Inc.",2010-11-26
2010-023178-37,"A Phase 3 Randomized, Open Label Study to Evaluate Switching from Regimens Consisting of a Ritonavir-boosted Protease Inhibitor and Two Nucleoside Reverse Transcriptase Inhibitors to Emtricitabine/Rilpivirine/ Tenofovir Disoproxil Fumarate (FTC/RPV/TDF) Fixed-dose Regimen in Virologically Suppressed, HIV-1 Infected Patients",Italy - Italian Medicines Agency,Completed,Gilead Sciences Inc.,Commercial,United States,NA,2010-12-27
2010-023178-37,"A Phase 3 Randomized, Open Label Study to Evaluate Switching from Regimens Consisting of a Ritonavir-boosted Protease Inhibitor and Two Nucleoside Reverse Transcriptase Inhibitors to Emtricitabine/Rilpivirine/ Tenofovir Disoproxil Fumarate (FTC/RPV/TDF) Fixed-dose Regimen in Virologically Suppressed, HIV-1 Infected Patients",Austria - BASG,Completed,"Gilead Sciences, Inc.",Commercial,United States,"Gilead Sciences, Inc.",2011-03-03
2009-016782-28,Panitumimab in combination with radiotherapy in patients with locally advanced RAS wildtype rectal cancer (clinical stages II and III),Germany - PEI,Ongoing,GMIHO Gesellschaft für Medizinische Innovation - Hämatologie und Onkologie mbH,Non-Commercial,Germany,AMGEN GmbH,2010-06-11
2010-022871-78,"A Phase II Study to Evaluate the Immunogenicity, Safety and Tolerability of a Seasonal Influenza Vaccine including H1N1 in Immunocompromised Adults Who Have Undergone Solid Organ Transplantation or Bone Marrow Transplantation and in Age-Matched Healthy Volunteers",Germany - PEI,Completed,Medizinische Hochschule Hannover,Non-Commercial,Germany,NA,2010-09-30
2010-020077-16,"Estudio de 12 semanas de duración, multicéntrico, doble ciego, controlado con placebo, aleatorizado de etanercept con un AINE de base en el tratamiento de sujetos adultos con espondiloartritis axial sin signos radiográficos con una extensión abierta de 92 semanas. A MULTICENTRE, 12 WEEK DOUBLE BLIND PLACEBO CONTROLLED RANDOMIZED STUDY OF ETANERCEPT ON A BACKGROUND NSAID IN THE TREATMENT OF ADULT SUBJECTS WITH NON RADIOGRAPHIC AXIAL SPONDYLOARTHRITIS WITH A 92 WEEK OPEN LABEL EXTENSION",Spain - AEMPS,Completed,"Pfizer, S.A",Commercial,Spain,NA,2010-10-22
2010-020077-16,"A MULTICENTRE, 12 WEEK DOUBLE BLIND PLACEBO CONTROLLED RANDOMIZED STUDY OF ETANERCEPT ON A BACKGROUND NSAID IN THE TREATMENT OF ADULT SUBJECTS WITH NON RADIOGRAPHIC AXIAL SPONDYLOARTHRITIS WITH A 92 WEEK OPEN LABEL EXTENSION",Hungary - National Institute of Pharmacy,Completed,"Pfizer Inc, 235 East 42nd Street, New York, NY 10017",Commercial,United States,Pfizer Inc,2010-11-17
2010-020077-16,"A MULTICENTRE, 12 WEEK DOUBLE BLIND PLACEBO CONTROLLED RANDOMIZED STUDY OF ETANERCEPT ON A BACKGROUND NSAID IN THE TREATMENT OF ADULT SUBJECTS WITH NON RADIOGRAPHIC AXIAL SPONDYLOARTHRITIS WITH A 92 WEEK OPEN LABEL EXTENSION",Germany - BfArM,Completed,"Pfizer Inc, 235 East 42nd Street, New York, NY 10017",Commercial,United States,Pfizer Inc,2010-11-24
2010-020077-16,"A MULTICENTRE, 12 WEEK DOUBLE BLIND PLACEBO CONTROLLED RANDOMIZED STUDY OF ETANERCEPT ON A BACKGROUND NSAID IN THE TREATMENT OF ADULT SUBJECTS WITH NON RADIOGRAPHIC AXIAL SPONDYLOARTHRITIS WITH A 92 WEEK OPEN LABEL EXTENSION",Belgium - FPS Health-DGM,Completed,"Pfizer Inc, 235 East 42nd Street, New York, NY 10017",Commercial,United States,Pfizer Inc,2011-01-17
2010-020077-16,"A MULTICENTRE, 12 WEEK DOUBLE BLIND PLACEBO CONTROLLED RANDOMIZED STUDY OF ETANERCEPT ON A BACKGROUND NSAID IN THE TREATMENT OF ADULT SUBJECTS WITH NON RADIOGRAPHIC AXIAL SPONDYLOARTHRITIS WITH A 92 WEEK OPEN LABEL EXTENSION",UK - MHRA,Completed,"Pfizer Inc, 235 East 42nd Street, New York, NY 10017",Commercial,United States,Pfizer Inc,2011-02-04
2010-020077-16,"A MULTICENTRE, 12 WEEK DOUBLE BLIND PLACEBO CONTROLLED RANDOMIZED STUDY OF ETANERCEPT ON A BACKGROUND NSAID IN THE TREATMENT OF ADULT SUBJECTS WITH NON RADIOGRAPHIC AXIAL SPONDYLOARTHRITIS WITH A 92 WEEK OPEN LABEL EXTENSION",Denmark - DHMA,Prematurely Ended,"Pfizer Ltd., Ramsgate Road, Sandwich, kent, CT13 9NJ, United Kingdom",Commercial,,NA,2011-05-04
2010-020077-16,"A MULTICENTRE, 12 WEEK DOUBLE BLIND PLACEBO CONTROLLED RANDOMIZED STUDY OF ETANERCEPT ON A BACKGROUND NSAID IN THE TREATMENT OF ADULT SUBJECTS WITH NON RADIOGRAPHIC AXIAL SPONDYLOARTHRITIS WITH A 92 WEEK OPEN LABEL EXTENSION",Netherlands - Competent Authority,Completed,"Pfizer Inc, 235 East 42nd Street, New York, NY 10017",Commercial,United States,Pfizer Inc,2011-05-23
2010-020077-16,"A MULTICENTRE, 12 WEEK DOUBLE BLIND PLACEBO CONTROLLED RANDOMIZED STUDY OF ETANERCEPT ON A BACKGROUND NSAID IN THE TREATMENT OF ADULT SUBJECTS WITH NON RADIOGRAPHIC AXIAL SPONDYLOARTHRITIS WITH A 92 WEEK OPEN LABEL EXTENSION",Finland - Fimea,Completed,"Pfizer Inc, 235 East 42nd Street, New York, NY 10017",Commercial,United States,Pfizer Inc,2011-08-11
2010-020077-16,"A MULTICENTRE, 12 WEEK DOUBLE BLIND PLACEBO CONTROLLED RANDOMIZED STUDY OF ETANERCEPT ON A BACKGROUND NSAID IN THE TREATMENT OF ADULT SUBJECTS WITH NON RADIOGRAPHIC AXIAL SPONDYLOARTHRITIS WITH A 92 WEEK OPEN LABEL EXTENSION",Czech Republic - SUKL,Completed,Pfizer Inc,Commercial,United States,Pfizer Inc,2012-02-02
2010-020737-50,"Prospective, randomized, double-blind, placebo-controlled, multicenter study to investigate the efficacy and safety of 10mg memantine in the treatment of memory, concentration or attention problems (subjective cognitive impairment) in the absence of dementia",UK - MHRA,Completed,Merz Pharmaceuticals GmbH,Commercial,Germany,NA,2010-08-09
2010-020737-50,"Prospective, randomized, double-blind, placebo-controlled, multicenter study to investigate the efficacy and safety of 10mg memantine in the treatment of memory, concentration or attention problems (subjective cognitive impairment) in the absence of dementia",Germany - BfArM,Completed,Merz Pharmaceuticals GmbH,Commercial,Germany,NA,2010-08-24
2010-019035-35,"A RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED, PARALLEL GROUP, MULTI-CENTER TRIAL OF PREGABALIN CONTROLLED RELEASE FORMULATION AS ADJUNCTIVE THERAPY IN ADULTS WITH PARTIAL ONSET SEIZURES - PROTOCOL A0081194",Czech Republic - SUKL,Completed,Pfizer Inc.,Commercial,United States,Pfizer Inc.,2010-11-09
2010-019035-35,"A RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED, PARALLEL GROUP, MULTI-CENTER TRIAL OF PREGABALIN CONTROLLED RELEASE FORMULATION AS ADJUNCTIVE THERAPY IN ADULTS WITH PARTIAL ONSET SEIZURES - PROTOCOL A0081194",Hungary - National Institute of Pharmacy,Completed,"Pfizer Inc. 235 East 42nd Street, New York, NY 10017",Commercial,United States,NA,2011-01-31
2010-019035-35,"A RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED, PARALLEL GROUP, MULTI-CENTER TRIAL OF PREGABALIN CONTROLLED RELEASE FORMULATION AS ADJUNCTIVE THERAPY IN ADULTS WITH PARTIAL ONSET SEIZURES - PROTOCOL A0081194",Germany - BfArM,Completed,"Pfizer Inc. 235 East 42nd Street, New York, NY 10017 USA",Commercial,United States,Pfizer Inc.,2011-02-07
2010-019035-35,"A RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED, PARALLEL GROUP, MULTI-CENTER TRIAL OF PREGABALIN CONTROLLED RELEASE FORMULATION AS ADJUNCTIVE THERAPY IN ADULTS WITH PARTIAL ONSET SEIZURES - PROTOCOL A0081194",Bulgarian Drug Agency,Completed,"Pfizer Inc. 235 East 42nd Street, New York, NY 10017",Commercial,United States,Pfizer Inc,2011-02-24
2010-022679-71,Xenon and Therapeutical Hypothermia After Successful Cardiopulmonary Resuscitation,Germany - BfArM,Prematurely Ended,"Clinical Trials Center Aachen, University of Aachen",Non-Commercial,Germany,"University Hospital RWTH Aachen, Department of Anesthesiology",2010-12-15
2010-021370-11,"An open label, single arm trial to characterize patients with metastatic renal cell carcinoma treated with everolimus after failure of the first VEGF-targeted therapy.",Germany - BfArM,Completed,iOMEDICO AG,Non-Commercial,Germany,Novartis,2010-10-28
